EpiWeek,Country,District,EpiCaseDef,Gender,Age,Value
NA,Sierra Leone,Moyamba,Confirmed,Male,17,0
2014-W01,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W02,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W04,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W05,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W06,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W07,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W08,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W09,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W10,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W11,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W12,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W13,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W14,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W15,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W16,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W17,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W18,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W19,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W20,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W21,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W22,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W23,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W24,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W25,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W26,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W27,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W28,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W29,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W30,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W31,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W32,Sierra Leone,Moyamba,Confirmed,Male,47,1
2014-W33,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W34,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W35,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W36,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W37,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W38,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W39,Sierra Leone,Moyamba,Confirmed,Male,47,0
NA,Sierra Leone,Moyamba,Confirmed,Male,47,0
2014-W01,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W02,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W04,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W05,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W06,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W07,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W08,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W09,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W10,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W11,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W12,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W13,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W14,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W15,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W16,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W17,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W18,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W19,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W20,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W21,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W22,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W23,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W24,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W25,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W26,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W27,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W28,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W29,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W30,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W31,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W32,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W33,Sierra Leone,Moyamba,Confirmed,,0,1
2014-W34,Sierra Leone,Moyamba,Confirmed,,0,3
2014-W35,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W36,Sierra Leone,Moyamba,Confirmed,,0,6
2014-W37,Sierra Leone,Moyamba,Confirmed,,0,2
2014-W38,Sierra Leone,Moyamba,Confirmed,,0,25
2014-W39,Sierra Leone,Moyamba,Confirmed,,0,13
NA,Sierra Leone,Moyamba,Confirmed,,0,0
2014-W01,Guinea,Conakry,Suspected,Male,3,0
2014-W02,Guinea,Conakry,Suspected,Male,3,0
2014-W04,Guinea,Conakry,Suspected,Male,3,0
2014-W05,Guinea,Conakry,Suspected,Male,3,0
2014-W06,Guinea,Conakry,Suspected,Male,3,0
2014-W07,Guinea,Conakry,Suspected,Male,3,0
2014-W08,Guinea,Conakry,Suspected,Male,3,0
2014-W09,Guinea,Conakry,Suspected,Male,3,0
2014-W10,Guinea,Conakry,Suspected,Male,3,0
2014-W11,Guinea,Conakry,Suspected,Male,3,0
2014-W12,Guinea,Conakry,Suspected,Male,3,0
2014-W13,Guinea,Conakry,Suspected,Male,3,0
2014-W14,Guinea,Conakry,Suspected,Male,3,0
2014-W15,Guinea,Conakry,Suspected,Male,3,0
2014-W16,Guinea,Conakry,Suspected,Male,3,0
2014-W17,Guinea,Conakry,Suspected,Male,3,0
2014-W18,Guinea,Conakry,Suspected,Male,3,0
2014-W19,Guinea,Conakry,Suspected,Male,3,0
2014-W20,Guinea,Conakry,Suspected,Male,3,0
2014-W21,Guinea,Conakry,Suspected,Male,3,0
2014-W22,Guinea,Conakry,Suspected,Male,3,1
2014-W23,Guinea,Conakry,Suspected,Male,3,0
2014-W24,Guinea,Conakry,Suspected,Male,3,0
2014-W25,Guinea,Conakry,Suspected,Male,3,0
2014-W26,Guinea,Conakry,Suspected,Male,3,0
2014-W27,Guinea,Conakry,Suspected,Male,3,0
2014-W28,Guinea,Conakry,Suspected,Male,3,0
2014-W29,Guinea,Conakry,Suspected,Male,3,0
2014-W30,Guinea,Conakry,Suspected,Male,3,0
2014-W31,Guinea,Conakry,Suspected,Male,3,0
2014-W32,Guinea,Conakry,Suspected,Male,3,0
2014-W33,Guinea,Conakry,Suspected,Male,3,0
2014-W34,Guinea,Conakry,Suspected,Male,3,0
2014-W35,Guinea,Conakry,Suspected,Male,3,0
2014-W36,Guinea,Conakry,Suspected,Male,3,0
2014-W37,Guinea,Conakry,Suspected,Male,3,0
2014-W38,Guinea,Conakry,Suspected,Male,3,0
2014-W39,Guinea,Conakry,Suspected,Male,3,0
NA,Guinea,Conakry,Suspected,Male,3,0
2014-W01,Sierra Leone,Moyamba,Suspected,,0,0
2014-W02,Sierra Leone,Moyamba,Suspected,,0,0
2014-W04,Sierra Leone,Moyamba,Suspected,,0,0
2014-W05,Sierra Leone,Moyamba,Suspected,,0,0
2014-W06,Sierra Leone,Moyamba,Suspected,,0,0
2014-W07,Sierra Leone,Moyamba,Suspected,,0,0
2014-W08,Sierra Leone,Moyamba,Suspected,,0,0
2014-W09,Sierra Leone,Moyamba,Suspected,,0,0
2014-W10,Sierra Leone,Moyamba,Suspected,,0,0
2014-W11,Sierra Leone,Moyamba,Suspected,,0,0
2014-W12,Sierra Leone,Moyamba,Suspected,,0,0
2014-W13,Sierra Leone,Moyamba,Suspected,,0,0
2014-W14,Sierra Leone,Moyamba,Suspected,,0,0
2014-W15,Sierra Leone,Moyamba,Suspected,,0,0
2014-W16,Sierra Leone,Moyamba,Suspected,,0,0
2014-W17,Sierra Leone,Moyamba,Suspected,,0,0
2014-W18,Sierra Leone,Moyamba,Suspected,,0,0
2014-W19,Sierra Leone,Moyamba,Suspected,,0,0
2014-W20,Sierra Leone,Moyamba,Suspected,,0,0
2014-W21,Sierra Leone,Moyamba,Suspected,,0,0
2014-W22,Sierra Leone,Moyamba,Suspected,,0,0
2014-W23,Sierra Leone,Moyamba,Suspected,,0,0
2014-W24,Sierra Leone,Moyamba,Suspected,,0,0
2014-W25,Sierra Leone,Moyamba,Suspected,,0,0
2014-W26,Sierra Leone,Moyamba,Suspected,,0,0
2014-W27,Sierra Leone,Moyamba,Suspected,,0,0
2014-W28,Sierra Leone,Moyamba,Suspected,,0,0
2014-W29,Sierra Leone,Moyamba,Suspected,,0,0
2014-W30,Sierra Leone,Moyamba,Suspected,,0,0
2014-W31,Sierra Leone,Moyamba,Suspected,,0,0
2014-W32,Sierra Leone,Moyamba,Suspected,,0,0
2014-W33,Sierra Leone,Moyamba,Suspected,,0,0
2014-W34,Sierra Leone,Moyamba,Suspected,,0,0
2014-W35,Sierra Leone,Moyamba,Suspected,,0,0
2014-W36,Sierra Leone,Moyamba,Suspected,,0,0
2014-W37,Sierra Leone,Moyamba,Suspected,,0,2
2014-W38,Sierra Leone,Moyamba,Suspected,,0,3
2014-W39,Sierra Leone,Moyamba,Suspected,,0,7
NA,Sierra Leone,Moyamba,Suspected,,0,0
2014-W01,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W02,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W04,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W05,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W06,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W07,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W08,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W09,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W10,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W11,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W12,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W13,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W14,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W15,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W16,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W17,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W18,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W19,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W20,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W21,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W22,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W23,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W24,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W25,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W26,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W27,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W28,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W29,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W30,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W31,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W32,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W33,Sierra Leone,Port Loko,Confirmed,,40,1
2014-W34,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W35,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W36,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W37,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W38,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W39,Sierra Leone,Port Loko,Confirmed,,40,0
NA,Sierra Leone,Port Loko,Confirmed,,40,0
2014-W01,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W02,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W04,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W05,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W06,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W07,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W08,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W09,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W10,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W11,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W12,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W13,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W14,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W15,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W16,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W17,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W18,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W19,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W20,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W21,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W22,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W23,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W24,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W25,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W26,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W27,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W28,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W29,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W30,Sierra Leone,Port Loko,Confirmed,Female,23,1
2014-W31,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W32,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W33,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W34,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W35,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W36,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W37,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W38,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W39,Sierra Leone,Port Loko,Confirmed,Female,23,0
NA,Sierra Leone,Port Loko,Confirmed,Female,23,0
2014-W01,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W02,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W04,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W05,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W06,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W07,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W08,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W09,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W10,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W11,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W12,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W13,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W14,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W15,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W16,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W17,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W18,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W19,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W20,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W21,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W22,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W23,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W24,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W25,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W26,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W27,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W28,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W29,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W30,Sierra Leone,Port Loko,Confirmed,Female,27,1
2014-W31,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W32,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W33,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W34,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W35,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W36,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W37,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W38,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W39,Sierra Leone,Port Loko,Confirmed,Female,27,0
NA,Sierra Leone,Port Loko,Confirmed,Female,27,0
2014-W01,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W02,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W04,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W05,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W06,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W07,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W08,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W09,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W10,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W11,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W12,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W13,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W14,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W15,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W16,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W17,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W18,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W19,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W20,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W21,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W22,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W23,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W24,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W25,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W26,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W27,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W28,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W29,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W30,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W31,Sierra Leone,Port Loko,Confirmed,Female,39,1
2014-W32,Sierra Leone,Port Loko,Confirmed,Female,39,1
2014-W33,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W34,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W35,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W36,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W37,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W38,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W39,Sierra Leone,Port Loko,Confirmed,Female,39,0
NA,Sierra Leone,Port Loko,Confirmed,Female,39,0
2014-W01,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W02,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W04,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W05,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W06,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W07,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W08,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W09,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W10,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W11,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W12,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W13,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W14,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W15,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W16,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W17,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W18,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W19,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W20,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W21,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W22,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W23,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W24,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W25,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W26,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W27,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W28,Sierra Leone,Port Loko,Confirmed,Female,4,1
2014-W29,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W30,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W31,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W32,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W33,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W34,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W35,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W36,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W37,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W38,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W39,Sierra Leone,Port Loko,Confirmed,Female,4,0
NA,Sierra Leone,Port Loko,Confirmed,Female,4,0
2014-W01,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W02,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W04,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W05,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W06,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W07,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W08,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W09,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W10,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W11,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W12,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W13,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W14,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W15,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W16,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W17,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W18,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W19,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W20,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W21,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W22,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W23,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W24,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W25,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W26,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W27,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W28,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W29,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W30,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W31,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W32,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W33,Sierra Leone,Port Loko,Confirmed,Female,42,1
2014-W34,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W35,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W36,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W37,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W38,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W39,Sierra Leone,Port Loko,Confirmed,Female,42,0
NA,Sierra Leone,Port Loko,Confirmed,Female,42,0
2014-W01,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W02,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W04,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W05,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W06,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W07,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W08,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W09,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W10,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W11,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W12,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W13,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W14,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W15,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W16,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W17,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W18,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W19,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W20,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W21,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W22,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W23,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W24,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W25,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W26,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W27,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W28,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W29,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W30,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W31,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W32,Sierra Leone,Port Loko,Confirmed,Female,49,1
2014-W33,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W34,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W35,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W36,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W37,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W38,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W39,Sierra Leone,Port Loko,Confirmed,Female,49,0
NA,Sierra Leone,Port Loko,Confirmed,Female,49,0
2014-W01,Sierra Leone,Port Loko,Confirmed,Male,1,0
2014-W02,Sierra Leone,Port Loko,Confirmed,Male,1,0
2014-W04,Sierra Leone,Port Loko,Confirmed,Male,1,0
2014-W05,Sierra Leone,Port Loko,Confirmed,Male,1,0
2014-W06,Sierra Leone,Port Loko,Confirmed,Male,1,0
2014-W07,Sierra Leone,Port Loko,Confirmed,Male,1,0
2014-W08,Sierra Leone,Port Loko,Confirmed,Male,1,0
2014-W09,Sierra Leone,Port Loko,Confirmed,Male,1,0
